accuracy_comitee;accuracy_des;accuracy_elgamal;accuracy_rsa;cm_comitee;cm_des;cm_elgamal;cm_rsa;selected_metrics;time;train_size
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:42:36;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:43:04;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:43:32;60.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:44:01;70.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:44:27;80.0
0.8666666666666667;1.0;1.0;0.6833333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 8  0 12  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 8 12]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:44:51;10.0
0.8833333333333333;1.0;1.0;0.75;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 7  0 13  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 7 13]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:45:15;20.0
0.9;1.0;1.0;0.7666666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 6 14]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:45:38;30.0
0.8333333333333334;1.0;1.0;0.7;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [10  0 10  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [10 10]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:46:02;40.0
0.95;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 3 17]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:46:29;50.0
0.9333333333333332;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[27 13]
 [ 4 16]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:46:53;60.0
0.9333333333333332;1.0;1.0;0.75;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 4 16]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:47:18;70.0
0.9;1.0;1.0;0.7;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 6 14]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:47:43;80.0
0.8833333333333333;1.0;1.0;0.7;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 7  0 13  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 7 13]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:48:06;10.0
0.8833333333333333;1.0;1.0;0.7833333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 7  0 13  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 7 13]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:48:30;20.0
0.9;1.0;1.0;0.7666666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 6 14]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:48:56;30.0
0.8333333333333334;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [10  0 10  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[33  7]
 [10 10]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:49:20;40.0
0.95;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 3 17]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:49:44;50.0
0.9333333333333332;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[27 13]
 [ 4 16]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:50:10;60.0
0.9333333333333332;1.0;1.0;0.75;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 4 16]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:50:37;70.0
0.9;1.0;1.0;0.7;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 6 14]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:51:02;80.0
0.8666666666666667;1.0;1.0;0.6333333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 8  0 12  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 8 12]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:51:26;10.0
0.8833333333333333;1.0;1.0;0.75;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 7  0 13  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 7 13]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:51:50;20.0
0.9;1.0;1.0;0.7666666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 6 14]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:52:14;30.0
0.8333333333333334;1.0;1.0;0.7;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [10  0 10  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [10 10]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:52:39;40.0
0.95;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 3 17]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:53:03;50.0
0.9333333333333332;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[27 13]
 [ 4 16]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:53:25;60.0
0.9166666666666666;1.0;1.0;0.7333333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 5  0 15  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 5 15]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:53:48;70.0
0.9;1.0;1.0;0.7;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 6 14]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:54:11;80.0
0.8833333333333333;1.0;1.0;0.7833333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 7  0 13  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 7 13]]";{'Simple-Matching': 16, 'Manhattan': 16};20/10/2020 19:54:32;10.0
0.95;1.0;1.0;0.85;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 3 17]]";{'Simple-Matching': 16, 'Manhattan': 16};20/10/2020 19:54:52;20.0
0.9;1.0;1.0;0.8;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 6 14]]";{'Simple-Matching': 16, 'Manhattan': 16};20/10/2020 19:55:14;30.0
0.8333333333333334;1.0;1.0;0.7333333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [10  0 10  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [10 10]]";{'Simple-Matching': 16, 'Manhattan': 16};20/10/2020 19:55:36;40.0
0.9666666666666668;1.0;1.0;0.7833333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 2  0 18  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 2 18]]";{'Simple-Matching': 16, 'Manhattan': 16};20/10/2020 19:56:02;50.0
0.9333333333333332;1.0;1.0;0.75;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 4 16]]";{'Simple-Matching': 16, 'Manhattan': 16};20/10/2020 19:56:26;60.0
0.9333333333333332;1.0;1.0;0.7833333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[31  9]
 [ 4 16]]";{'Simple-Matching': 16, 'Manhattan': 16};20/10/2020 19:56:52;70.0
0.95;1.0;1.0;0.8;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[31  9]
 [ 3 17]]";{'Simple-Matching': 16, 'Manhattan': 16};20/10/2020 19:57:22;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Dice': 16, 'Jaccard': 16};20/10/2020 19:57:45;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Jaccard': 16};20/10/2020 19:58:08;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Jaccard': 16};20/10/2020 19:58:32;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Jaccard': 16};20/10/2020 19:58:58;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Jaccard': 16};20/10/2020 19:59:25;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Jaccard': 16};20/10/2020 19:59:52;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Jaccard': 16};20/10/2020 20:00:17;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Jaccard': 16};20/10/2020 20:00:44;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Dice': 16, 'Euclidian': 16};20/10/2020 20:01:07;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Euclidian': 16};20/10/2020 20:01:31;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Euclidian': 16};20/10/2020 20:01:55;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Euclidian': 16};20/10/2020 20:02:19;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Euclidian': 16};20/10/2020 20:02:43;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Euclidian': 16};20/10/2020 20:03:07;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Euclidian': 16};20/10/2020 20:03:32;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Euclidian': 16};20/10/2020 20:03:57;80.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Manhattan': 16};20/10/2020 20:04:19;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Manhattan': 16};20/10/2020 20:04:42;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Manhattan': 16};20/10/2020 20:05:05;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Manhattan': 16};20/10/2020 20:05:31;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Manhattan': 16};20/10/2020 20:05:54;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16, 'Manhattan': 16};20/10/2020 20:06:18;60.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Dice': 16, 'Manhattan': 16};20/10/2020 20:06:43;70.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Dice': 16, 'Manhattan': 16};20/10/2020 20:07:08;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Jaccard': 16, 'Euclidian': 16};20/10/2020 20:07:31;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Euclidian': 16};20/10/2020 20:07:56;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Euclidian': 16};20/10/2020 20:08:20;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Euclidian': 16};20/10/2020 20:08:45;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Euclidian': 16};20/10/2020 20:09:12;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Euclidian': 16};20/10/2020 20:09:36;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Euclidian': 16};20/10/2020 20:10:00;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Euclidian': 16};20/10/2020 20:10:28;80.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Manhattan': 16};20/10/2020 20:10:49;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Manhattan': 16};20/10/2020 20:11:09;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Manhattan': 16};20/10/2020 20:11:29;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Manhattan': 16};20/10/2020 20:11:49;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Manhattan': 16};20/10/2020 20:12:32;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Manhattan': 16};20/10/2020 20:13:12;60.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Jaccard': 16, 'Manhattan': 16};20/10/2020 20:13:54;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16, 'Manhattan': 16};20/10/2020 20:14:57;80.0
0.9833333333333332;1.0;0.9833333333333332;0.95;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 1  0  0 19]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 1 19]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:15:52;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:16:48;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:17:44;30.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:18:42;40.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:19:44;50.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:20:46;60.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:21:48;70.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:22:53;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16};20/10/2020 20:23:48;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16};20/10/2020 20:24:44;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16};20/10/2020 20:25:41;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16};20/10/2020 20:26:41;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16};20/10/2020 20:27:41;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16};20/10/2020 20:28:44;60.0
